Site_Summary_ID,Testing Laboratory,Site_Summary_Case,Epizoo,State,County,Site_Summary_Site,Secondary Site Name,Site_Summary_WNS Case Definition,Lat_case,Long_case,GRTS_ID,County Centroid Lat/Long,Site_Summary_DateColl,Site_Summary_DateSub,FinalDate,Site Use,Site Ownership,Site Access,Site Classification,Survey Class,Survey Season,Sample_Results_ID,Sample_Results_Case,SampleID,Sample_Results_Site,Specimen_Type,Species,Additional Sample from Same Bat,On Site Location,Status,Sample_Results_DateColl,Sample_Results_DateSub,WNS Individual Definition,Histo SUM,Pd PCR Sum,Pd Culture SUM
60,NWHC,30260,201328,MT,Phillips,Azure Cave, ,Confirmed - Pos,,,108235,No,5/21/2021,5/25/2021,6/3/2021,Hibernaculum,Public,Gated-all year,Cave-undeveloped,Passive,2020-21,907, , ,Azure Cave,Carcass,"Bat, Little Brown", , ,Euthanized,5/21/2021,5/25/2021,Confirmed - Positive,Positive,Detected,NT
60,NWHC,30260,201328,MT,Phillips,Azure Cave, ,Confirmed - Pos,,,108235,No,5/21/2021,5/25/2021,6/3/2021,Hibernaculum,Public,Gated-all year,Cave-undeveloped,Passive,2020-21,908, , ,Azure Cave,Carcass,"Bat, Little Brown", , ,Euthanized,5/21/2021,5/25/2021,Confirmed - Positive,Positive,Detected,NT
56,NWHC,30232,201244,MT,Fallon,"Hay Creek Bridge, Plevna", ,Confirmed - Pos,46.42078,-104.70346,98149,No,5/5/2021,5/11/2021,5/19/2021,Summer Roost,NR,NR,Bridge,Passive,2020-21,855, , ,"Hay Creek Bridge, Plevna",Carcass,"Bat, Little Brown", , ,Dead,5/5/2021,5/11/2021,Confirmed - Positive,Positive,Detected,NT
54,NWHC,30214,201263,MT,Carter,"Private residence, Elkalaka", ,Confirmed - Pos,45.95369,-104.49311,22933,No,4/24/2021,4/28/2021,5/4/2021,Landscape,Private,NA,Landscape,Passive,2020-21,854, , ,"Private residence, Elkalaka",Carcass,"Bat, Little Brown", , ,Dead,4/24/2021,4/28/2021,Confirmed - Positive,Positive,Detected,NT
52,NWHC,30142,201244,MT,Fallon,Sandstone Reservoir, ,Confirmed - Pos,46.336603,-104.479869,92399,No,3/22/2021,3/24/2021,4/21/2021,Landscape,Public,Open-all year,Landscape,Passive,2020-21,773, , ,Sandstone Reservoir,Carcass,"Bat, Little Brown", , ,Dead,3/22/2021,3/24/2021,Confirmed - Positive,Positive,Detected,NT
79,NWHC,30329, ,MT,Carter,Box Elder Bridge, ,Pd present,45.687698,-104.369209,80510,No,6/7/2021,6/15/2021,7/1/2021,Summer Roost,Private,Open-all year,Bridge,Active,2020-21,1021, , ,Box Elder Bridge,Bat Swab,"Bat, Little Brown", , ,Live,6/7/2021,6/15/2021,Equivocal,NA,Equivocal,NA
80,NWHC,30353, ,MT,Valley,Valley Attic, ,Pd present,48.1595,-106.59581,115029,No,6/7/2021,6/17/2021,7/7/2021,Summer Roost,Private,Gated-all year,Bldg/bunker,Active,2020-21,1232, , ,Valley Attic,Bat Swab,"Bat, Unidentified Myotis", , ,Live,6/7/2021,6/17/2021,Equivocal,NA,Equivocal,NA
81,NWHC,30354, ,MT,Valley,Valley Attic, ,Pd present,48.1595,-106.59581,115029,No,6/7/2021,6/17/2021,7/21/2021,Summer Roost,Private,NR,Bldg/bunker,Active,2020-21,1232, , ,Valley Attic,Bat Swab,"Bat, Unidentified Myotis", , ,Live,6/7/2021,6/17/2021,Equivocal,NA,Equivocal,NA
80,NWHC,30353, ,MT,Valley,Valley Attic, ,Pd present,48.1595,-106.59581,115029,No,6/7/2021,6/17/2021,7/7/2021,Summer Roost,Private,Gated-all year,Bldg/bunker,Active,2020-21,1238, , ,Valley Attic,Bat Swab,"Bat, Unidentified Myotis", , ,Live,6/7/2021,6/17/2021,Equivocal,NA,Equivocal,NA
81,NWHC,30354, ,MT,Valley,Valley Attic, ,Pd present,48.1595,-106.59581,115029,No,6/7/2021,6/17/2021,7/21/2021,Summer Roost,Private,NR,Bldg/bunker,Active,2020-21,1238, , ,Valley Attic,Bat Swab,"Bat, Unidentified Myotis", , ,Live,6/7/2021,6/17/2021,Equivocal,NA,Equivocal,NA
80,NWHC,30353, ,MT,Valley,Valley Attic, ,Pd present,48.1595,-106.59581,115029,No,6/7/2021,6/17/2021,7/7/2021,Summer Roost,Private,Gated-all year,Bldg/bunker,Active,2020-21,1241, , ,Valley Attic,Bat Swab,"Bat, Unidentified Myotis", , ,Live,6/7/2021,6/17/2021,Equivocal,NA,Equivocal,NA
81,NWHC,30354, ,MT,Valley,Valley Attic, ,Pd present,48.1595,-106.59581,115029,No,6/7/2021,6/17/2021,7/21/2021,Summer Roost,Private,NR,Bldg/bunker,Active,2020-21,1241, , ,Valley Attic,Bat Swab,"Bat, Unidentified Myotis", , ,Live,6/7/2021,6/17/2021,Equivocal,NA,Equivocal,NA
80,NWHC,30353, ,MT,Valley,Valley Attic, ,Pd present,48.1595,-106.59581,115029,No,6/7/2021,6/17/2021,7/7/2021,Summer Roost,Private,Gated-all year,Bldg/bunker,Active,2020-21,1242, , ,Valley Attic,Bat Swab,"Bat, Unidentified Myotis", , ,Live,6/7/2021,6/17/2021,Equivocal,NA,Equivocal,NA
81,NWHC,30354, ,MT,Valley,Valley Attic, ,Pd present,48.1595,-106.59581,115029,No,6/7/2021,6/17/2021,7/21/2021,Summer Roost,Private,NR,Bldg/bunker,Active,2020-21,1242, , ,Valley Attic,Bat Swab,"Bat, Unidentified Myotis", , ,Live,6/7/2021,6/17/2021,Equivocal,NA,Equivocal,NA
80,NWHC,30353, ,MT,Valley,Valley Attic, ,Pd present,48.1595,-106.59581,115029,No,6/7/2021,6/17/2021,7/7/2021,Summer Roost,Private,Gated-all year,Bldg/bunker,Active,2020-21,1252, , ,Valley Attic,Bat Swab,"Bat, Unidentified Myotis", , ,Live,6/7/2021,6/17/2021,Equivocal,NA,Equivocal,NA
81,NWHC,30354, ,MT,Valley,Valley Attic, ,Pd present,48.1595,-106.59581,115029,No,6/7/2021,6/17/2021,7/21/2021,Summer Roost,Private,NR,Bldg/bunker,Active,2020-21,1252, , ,Valley Attic,Bat Swab,"Bat, Unidentified Myotis", , ,Live,6/7/2021,6/17/2021,Equivocal,NA,Equivocal,NA
79,NWHC,30329, ,MT,Carter,Box Elder Bridge, ,Pd present,45.687698,-104.369209,80510,No,6/7/2021,6/15/2021,7/1/2021,Summer Roost,Private,Open-all year,Bridge,Active,2020-21,1037, , ,Box Elder Bridge,Bat Swab and Paired Fecal Sample,"Bat, Big Brown", , ,Live,6/7/2021,6/15/2021,Equivocal,NA,Equivocal,NT
79,NWHC,30329, ,MT,Carter,Box Elder Bridge, ,Pd present,45.687698,-104.369209,80510,No,6/7/2021,6/15/2021,7/1/2021,Summer Roost,Private,Open-all year,Bridge,Active,2020-21,1024, , ,Box Elder Bridge,Bat Swab and Paired Fecal Sample,"Bat, Little Brown", , ,Live,6/7/2021,6/15/2021,Equivocal,NA,Equivocal,NT
68,NWHC,30342,201440,MT,Garfield,Sage Hen Creek, ,Pd present,46.98947,-107.83137,38037,No,6/1/2021,6/16/2021,7/1/2021,Summer Roost,Public,NA,Bridge,Active,2020-21,1123, , ,Sage Hen Creek,Bat Swab and Paired Fecal Sample,"Bat, Little Brown", , ,Live,6/1/2021,6/16/2021,Equivocal,NA,Equivocal,NT
65,NWHC,30355, ,MT,Daniels,Whitetail/Daniels Bridge, ,Suspect,48.89158,-105.16406,15637,No,5/31/2021,6/17/2021,7/7/2021,Summer Roost,Public,Open-all year,Bridge,Active,2020-21,1265, , ,Whitetail/Daniels Bridge,Bat Swab and Paired Fecal Sample,"Bat, Little Brown", , ,Live,5/31/2021,6/17/2021,Equivocal,NA,Equivocal,NT
66,NWHC,30356, ,MT,Daniels,Whitetail/Daniels Bridge, ,Pd present,48.89158,-105.16406,15637,No,5/31/2021,6/17/2021,7/21/2021,Summer Roost,NR,NR,Bridge,Active,2020-21,1265, , ,Whitetail/Daniels Bridge,Bat Swab and Paired Fecal Sample,"Bat, Little Brown", , ,Live,5/31/2021,6/17/2021,Equivocal,NA,Equivocal,NT
31,NWHC,29682,200589,MT,Fallon,Hay Creek, ,Pd present,46.42059,-104.70392,98149,No,5/21/2020,6/3/2020,6/12/2020,Summer Roost,Public,Open-all year,Bridge,Active,2019-20,561, , ,Hay Creek,Environmental Swab,NA, , ,NA,5/21/2020,6/3/2020,Equivocal,NA,Equivocal,NT
31,NWHC,29682,200589,MT,Fallon,Hay Creek, ,Pd present,46.42059,-104.70392,98149,No,5/21/2020,6/3/2020,6/12/2020,Summer Roost,Public,Open-all year,Bridge,Active,2019-20,562, , ,Hay Creek,Environmental Swab,NA, , ,NA,5/21/2020,6/3/2020,Equivocal,NA,Equivocal,NT
31,NWHC,29682,200589,MT,Fallon,Hay Creek, ,Pd present,46.42059,-104.70392,98149,No,5/21/2020,6/3/2020,6/12/2020,Summer Roost,Public,Open-all year,Bridge,Active,2019-20,564, , ,Hay Creek,Environmental Swab,NA, , ,NA,5/21/2020,6/3/2020,Equivocal,NA,Equivocal,NT
85,NWHC,30347, ,MT,Fallon,Hay Creek, ,Pd present,46.42059,-104.70392,98149,No,6/10/2021,6/16/2021,7/26/2021,Summer Roost,Public,NR,Bridge,Active,2020-21,1227, , ,Hay Creek,Environmental Swab,NA, , ,NA,6/10/2021,6/16/2021,Equivocal,NA,Equivocal,NA
80,NWHC,30353, ,MT,Valley,Valley Attic, ,Pd present,48.1595,-106.59581,115029,No,6/7/2021,6/17/2021,7/7/2021,Summer Roost,Private,Gated-all year,Bldg/bunker,Active,2020-21,1258, , ,Valley Attic,Environmental Swab,NA, , ,NA,6/7/2021,6/17/2021,Equivocal,NA,Equivocal,NA
81,NWHC,30354, ,MT,Valley,Valley Attic, ,Pd present,48.1595,-106.59581,115029,No,6/7/2021,6/17/2021,7/21/2021,Summer Roost,Private,NR,Bldg/bunker,Active,2020-21,1258, , ,Valley Attic,Environmental Swab,NA, , ,NA,6/7/2021,6/17/2021,Equivocal,NA,Equivocal,NA
80,NWHC,30353, ,MT,Valley,Valley Attic, ,Pd present,48.1595,-106.59581,115029,No,6/7/2021,6/17/2021,7/7/2021,Summer Roost,Private,Gated-all year,Bldg/bunker,Active,2020-21,1260, , ,Valley Attic,Environmental Swab,NA, , ,NA,6/7/2021,6/17/2021,Equivocal,NA,Equivocal,NA
81,NWHC,30354, ,MT,Valley,Valley Attic, ,Pd present,48.1595,-106.59581,115029,No,6/7/2021,6/17/2021,7/21/2021,Summer Roost,Private,NR,Bldg/bunker,Active,2020-21,1260, , ,Valley Attic,Environmental Swab,NA, , ,NA,6/7/2021,6/17/2021,Equivocal,NA,Equivocal,NA
80,NWHC,30353, ,MT,Valley,Valley Attic, ,Pd present,48.1595,-106.59581,115029,No,6/7/2021,6/17/2021,7/7/2021,Summer Roost,Private,Gated-all year,Bldg/bunker,Active,2020-21,1261, , ,Valley Attic,Environmental Swab,NA, , ,NA,6/7/2021,6/17/2021,Equivocal,NA,Equivocal,NA
81,NWHC,30354, ,MT,Valley,Valley Attic, ,Pd present,48.1595,-106.59581,115029,No,6/7/2021,6/17/2021,7/21/2021,Summer Roost,Private,NR,Bldg/bunker,Active,2020-21,1261, , ,Valley Attic,Environmental Swab,NA, , ,NA,6/7/2021,6/17/2021,Equivocal,NA,Equivocal,NA
65,NWHC,30355, ,MT,Daniels,Whitetail/Daniels Bridge, ,Suspect,48.89158,-105.16406,15637,No,5/31/2021,6/17/2021,7/7/2021,Summer Roost,Public,Open-all year,Bridge,Active,2020-21,1290, , ,Whitetail/Daniels Bridge,Environmental Swab,NA, , ,NA,5/31/2021,6/17/2021,Equivocal,NA,Equivocal,NA
66,NWHC,30356, ,MT,Daniels,Whitetail/Daniels Bridge, ,Pd present,48.89158,-105.16406,15637,No,5/31/2021,6/17/2021,7/21/2021,Summer Roost,NR,NR,Bridge,Active,2020-21,1290, , ,Whitetail/Daniels Bridge,Environmental Swab,NA, , ,NA,5/31/2021,6/17/2021,Equivocal,NA,Equivocal,NA
31,NWHC,29682,200589,MT,Fallon,Hay Creek, ,Pd present,46.42059,-104.70392,98149,No,5/21/2020,6/3/2020,6/12/2020,Summer Roost,Public,Open-all year,Bridge,Active,2019-20,560, , ,Hay Creek,Fecal Sample (>1),NA, , ,NA,5/21/2020,6/3/2020,Equivocal,NA,Equivocal,NT
100,OVDL,0, ,MT,Big Horn,LazyXY Ranch_Tongue River,Tongue River,Pd not detected,45.15193,-106.75077,117324, ,5/17/2021,6/15/2021,,Landscape,Private,NA,Landscape,Active,2020-21,1559,C211660062,MTPD21-737,LazyXY Ranch_Tongue River,Bat Swab,EPFU,NA,T,Live,5/17/2021,6/15/2021,NA,NA,Not Detected,NA
100,OVDL,0, ,MT,Big Horn,LazyXY Ranch_Tongue River,Tongue River,Pd not detected,45.15193,-106.75077,117324, ,5/17/2021,6/15/2021,,Landscape,Private,NA,Landscape,Active,2020-21,1560,C211660062,MTPD21-752,LazyXY Ranch_Tongue River,Bat Swab,EPFU,NA,T,Live,5/17/2021,6/15/2021,NA,NA,Not Detected,NA
100,OVDL,0, ,MT,Big Horn,LazyXY Ranch_Tongue River,Tongue River,Pd not detected,45.15193,-106.75077,117324, ,5/17/2021,6/15/2021,,Landscape,Private,NA,Landscape,Active,2020-21,1561,C211660062,MTPD21-744,LazyXY Ranch_Tongue River,Bat Swab,EPFU,NA,T,Live,5/17/2021,6/15/2021,NA,NA,Not Detected,NA
100,OVDL,0, ,MT,Big Horn,LazyXY Ranch_Tongue River,Tongue River,Pd not detected,45.15193,-106.75077,117324, ,5/17/2021,6/15/2021,,Landscape,Private,NA,Landscape,Active,2020-21,1562,C211660062,MTPD21-755,LazyXY Ranch_Tongue River,Bat Swab,EPFU,NA,T,Live,5/17/2021,6/15/2021,NA,NA,Not Detected,NA
100,OVDL,0, ,MT,Big Horn,LazyXY Ranch_Tongue River,Tongue River,Pd not detected,45.15193,-106.75077,117324, ,5/17/2021,6/15/2021,,Landscape,Private,NA,Landscape,Active,2020-21,1564,C211660062,MTPD21-738,LazyXY Ranch_Tongue River,Bat Swab,EPFU,NA,T,Live,5/17/2021,6/15/2021,NA,NA,Not Detected,NA
100,OVDL,0, ,MT,Big Horn,LazyXY Ranch_Tongue River,Tongue River,Pd not detected,45.15193,-106.75077,117324, ,5/17/2021,6/15/2021,,Landscape,Private,NA,Landscape,Active,2020-21,1565,C211660062,MTPD21-745,LazyXY Ranch_Tongue River,Bat Swab,EPFU,NA,T,Live,5/17/2021,6/15/2021,NA,NA,Not Detected,NA
100,OVDL,0, ,MT,Big Horn,LazyXY Ranch_Tongue River,Tongue River,Pd not detected,45.15193,-106.75077,117324, ,5/17/2021,6/15/2021,,Landscape,Private,NA,Landscape,Active,2020-21,1566,C211660062,MTPD21-733,LazyXY Ranch_Tongue River,Bat Swab,EPFU,NA,T,Live,5/17/2021,6/15/2021,NA,NA,Not Detected,NA
100,OVDL,0, ,MT,Big Horn,LazyXY Ranch_Tongue River,Tongue River,Pd not detected,45.15193,-106.75077,117324, ,5/17/2021,6/15/2021,,Landscape,Private,NA,Landscape,Active,2020-21,1558,C211660062,MTPD21-736,LazyXY Ranch_Tongue River,Bat Swab,MYCI,NA,T,Live,5/17/2021,6/15/2021,NA,NA,Not Detected,NA
100,OVDL,0, ,MT,Big Horn,LazyXY Ranch_Tongue River,Tongue River,Pd not detected,45.15193,-106.75077,117324, ,5/17/2021,6/15/2021,,Landscape,Private,NA,Landscape,Active,2020-21,1563,C211660062,MTPD21-753,LazyXY Ranch_Tongue River,Bat Swab,MYCI,NA,T,Live,5/17/2021,6/15/2021,NA,NA,Not Detected,NA
101,OVDL,0, ,MT,Cascade,Lick Creek Cave, ,Pd not detected,,,84257, ,4/30/2021,6/7/2021,,Hibernacula,Public,Open-all year,Cave-recreational,Active,2020-21,1639,C211590026,MTPD21-265,Lick Creek Cave,Bat Swab,MYEV,NA,I,Live,4/30/2021,6/7/2021,NA,NA,Not Detected,NA
99,OVDL,0, ,MT,Stillwater,Heyneman Ranch Beartooth Colony, ,Pd not detected,45.43173,-109.47071,1413, ,5/26/2021,6/16/2021,,Summer Roost,Private,NA,Building,Active,2020-21,1664,C211680026,MTPD21-838,Heyneman Ranch Beartooth Colony,Bat Swab,MYLU,NA,I,Live,5/26/2021,6/16/2021,NA,NA,Not Detected,NA
99,OVDL,0, ,MT,Stillwater,Heyneman Ranch Beartooth Colony, ,Pd not detected,45.43173,-109.47071,1413, ,5/26/2021,6/16/2021,,Summer Roost,Private,NA,Building,Active,2020-21,1665,C211680026,MTPD21-822,Heyneman Ranch Beartooth Colony,Bat Swab,MYLU,NA,I,Live,5/26/2021,6/16/2021,NA,NA,Not Detected,NA
99,OVDL,0, ,MT,Stillwater,Heyneman Ranch Beartooth Colony, ,Pd not detected,45.43173,-109.47071,1413, ,5/26/2021,6/16/2021,,Summer Roost,Private,NA,Building,Active,2020-21,1666,C211680026,MTPD21-832,Heyneman Ranch Beartooth Colony,Bat Swab,MYLU,NA,I,Live,5/26/2021,6/16/2021,NA,NA,Not Detected,NA
99,OVDL,0, ,MT,Stillwater,Heyneman Ranch Beartooth Colony, ,Pd not detected,45.43173,-109.47071,1413, ,5/26/2021,6/16/2021,,Summer Roost,Private,NA,Building,Active,2020-21,1667,C211680026,MTPD21-823,Heyneman Ranch Beartooth Colony,Bat Swab,MYLU,NA,I,Live,5/26/2021,6/16/2021,NA,NA,Not Detected,NA
99,OVDL,0, ,MT,Stillwater,Heyneman Ranch Beartooth Colony, ,Pd not detected,45.43173,-109.47071,1413, ,5/26/2021,6/16/2021,,Summer Roost,Private,NA,Building,Active,2020-21,1668,C211680026,MTPD21-820,Heyneman Ranch Beartooth Colony,Bat Swab,MYLU,NA,I,Live,5/26/2021,6/16/2021,NA,NA,Not Detected,NA
99,OVDL,0, ,MT,Stillwater,Heyneman Ranch Beartooth Colony, ,Pd not detected,45.43173,-109.47071,1413, ,5/26/2021,6/16/2021,,Summer Roost,Private,NA,Building,Active,2020-21,1669,C211680026,MTPD21-818,Heyneman Ranch Beartooth Colony,Bat Swab,MYLU,NA,I,Live,5/26/2021,6/16/2021,NA,NA,Not Detected,NA
99,OVDL,0, ,MT,Stillwater,Heyneman Ranch Beartooth Colony, ,Pd not detected,45.43173,-109.47071,1413, ,5/26/2021,6/16/2021,,Summer Roost,Private,NA,Building,Active,2020-21,1670,C211680026,MTPD21-834,Heyneman Ranch Beartooth Colony,Bat Swab,MYLU,NA,I,Live,5/26/2021,6/16/2021,NA,NA,Not Detected,NA
99,OVDL,0, ,MT,Stillwater,Heyneman Ranch Beartooth Colony, ,Pd not detected,45.43173,-109.47071,1413, ,5/26/2021,6/16/2021,,Summer Roost,Private,NA,Building,Active,2020-21,1671,C211680026,MTPD21-824,Heyneman Ranch Beartooth Colony,Bat Swab,MYLU,NA,I,Live,5/26/2021,6/16/2021,NA,NA,Not Detected,NA
100,OVDL,0, ,MT,Big Horn,LazyXY Ranch_Tongue River,Tongue River,Pd not detected,45.15193,-106.75077,117324, ,5/17/2021,6/15/2021,,Landscape,Private,NA,Landscape,Active,2020-21,1554,C211660062,MTPD21-735,LazyXY Ranch_Tongue River,Bat Swab,MYLU,NA,T,Live,5/17/2021,6/15/2021,NA,NA,Not Detected,NA
100,OVDL,0, ,MT,Big Horn,LazyXY Ranch_Tongue River,Tongue River,Pd not detected,45.15193,-106.75077,117324, ,5/17/2021,6/15/2021,,Landscape,Private,NA,Landscape,Active,2020-21,1555,C211660062,MTPD21-741,LazyXY Ranch_Tongue River,Bat Swab,MYLU,NA,T,Live,5/17/2021,6/15/2021,NA,NA,Not Detected,NA
100,OVDL,0, ,MT,Big Horn,LazyXY Ranch_Tongue River,Tongue River,Pd not detected,45.15193,-106.75077,117324, ,5/17/2021,6/15/2021,,Landscape,Private,NA,Landscape,Active,2020-21,1556,C211660062,MTPD21-751,LazyXY Ranch_Tongue River,Bat Swab,MYLU,NA,T,Live,5/17/2021,6/15/2021,NA,NA,Not Detected,NA
100,OVDL,0, ,MT,Big Horn,LazyXY Ranch_Tongue River,Tongue River,Pd not detected,45.15193,-106.75077,117324, ,5/17/2021,6/15/2021,,Landscape,Private,NA,Landscape,Active,2020-21,1557,C211660062,MTPD21-748,LazyXY Ranch_Tongue River,Bat Swab,MYLU,NA,T,Live,5/17/2021,6/15/2021,NA,NA,Not Detected,NA
101,OVDL,0, ,MT,Cascade,Lick Creek Cave, ,Pd not detected,,,84257, ,4/30/2021,6/7/2021,,Hibernacula,Public,Open-all year,Cave-recreational,Active,2020-21,1638,C211590026,MTPD21-228,Lick Creek Cave,Bat Swab,MYLU,NA,I,Live,4/30/2021,6/7/2021,NA,NA,Not Detected,NA
101,OVDL,0, ,MT,Cascade,Lick Creek Cave, ,Pd not detected,,,84257, ,4/30/2021,6/7/2021,,Hibernacula,Public,Open-all year,Cave-recreational,Active,2020-21,1642,C211590026,MTPD21-227,Lick Creek Cave,Bat Swab,MYLU,NA,I,Live,4/30/2021,6/7/2021,NA,NA,Not Detected,NA
101,OVDL,0, ,MT,Cascade,Lick Creek Cave, ,Pd not detected,,,84257, ,4/30/2021,6/7/2021,,Hibernacula,Public,Open-all year,Cave-recreational,Active,2020-21,1644,C211590026,MTPD21-252,Lick Creek Cave,Bat Swab,MYLU,NA,I,Live,4/30/2021,6/7/2021,NA,NA,Not Detected,NA
101,OVDL,0, ,MT,Cascade,Lick Creek Cave, ,Pd not detected,,,84257, ,4/30/2021,6/7/2021,,Hibernacula,Public,Open-all year,Cave-recreational,Active,2020-21,1645,C211590026,MTPD21-236,Lick Creek Cave,Bat Swab,MYLU,NA,I,Live,4/30/2021,6/7/2021,NA,NA,Not Detected,NA
101,OVDL,0, ,MT,Cascade,Lick Creek Cave, ,Pd not detected,,,84257, ,4/30/2021,6/7/2021,,Hibernacula,Public,Open-all year,Cave-recreational,Active,2020-21,1648,C211590026,MTPD21-238,Lick Creek Cave,Bat Swab,MYLU,NA,I,Live,4/30/2021,6/7/2021,NA,NA,Not Detected,NA
101,OVDL,0, ,MT,Cascade,Lick Creek Cave, ,Pd not detected,,,84257, ,4/30/2021,6/7/2021,,Hibernacula,Public,Open-all year,Cave-recreational,Active,2020-21,1651,C211590026,MTPD21-231,Lick Creek Cave,Bat Swab,MYLU,NA,I,Live,4/30/2021,6/7/2021,NA,NA,Not Detected,NA
101,OVDL,0, ,MT,Cascade,Lick Creek Cave, ,Pd not detected,,,84257, ,4/30/2021,6/7/2021,,Hibernacula,Public,Open-all year,Cave-recreational,Active,2020-21,1652,C211590026,MTPD21-248,Lick Creek Cave,Bat Swab,MYLU,NA,I,Live,4/30/2021,6/7/2021,NA,NA,Not Detected,NA
101,OVDL,0, ,MT,Cascade,Lick Creek Cave, ,Pd not detected,,,84257, ,4/30/2021,6/7/2021,,Hibernacula,Public,Open-all year,Cave-recreational,Active,2020-21,1654,C211590026,MTPD21-237,Lick Creek Cave,Bat Swab,MYLU,NA,I,Live,4/30/2021,6/7/2021,NA,NA,Not Detected,NA
101,OVDL,0, ,MT,Cascade,Lick Creek Cave, ,Pd not detected,,,84257, ,4/30/2021,6/7/2021,,Hibernacula,Public,Open-all year,Cave-recreational,Active,2020-21,1655,C211590026,MTPD21-259,Lick Creek Cave,Bat Swab,MYLU,NA,I,Live,4/30/2021,6/7/2021,NA,NA,Not Detected,NA
101,OVDL,0, ,MT,Cascade,Lick Creek Cave, ,Pd not detected,,,84257, ,4/30/2021,6/7/2021,,Hibernacula,Public,Open-all year,Cave-recreational,Active,2020-21,1657,C211590026,MTPD21-241,Lick Creek Cave,Bat Swab,MYLU,NA,I,Live,4/30/2021,6/7/2021,NA,NA,Not Detected,NA
101,OVDL,0, ,MT,Cascade,Lick Creek Cave, ,Pd not detected,,,84257, ,4/30/2021,6/7/2021,,Hibernacula,Public,Open-all year,Cave-recreational,Active,2020-21,1660,C211590026,MTPD21-244,Lick Creek Cave,Bat Swab,MYLU,NA,I,Live,4/30/2021,6/7/2021,NA,NA,Not Detected,NA
101,OVDL,0, ,MT,Cascade,Lick Creek Cave, ,Pd not detected,,,84257, ,4/30/2021,6/7/2021,,Hibernacula,Public,Open-all year,Cave-recreational,Active,2020-21,1663,C211590026,MTPD21-249,Lick Creek Cave,Bat Swab,MYLU,NA,I,Live,4/30/2021,6/7/2021,NA,NA,Not Detected,NA
98,OVDL,0, ,MT,Beaverhead,Frick Maternity Roost,Big Hole Maternity Roost,Pd not detected,45.2445443,-113.460146,93516, ,6/7/2021,6/15/2021,,Summer Roost,Private,NA,Building,Active,2020-21,1576,C211660062,MTPD21-843,Frick Maternity Roost,Bat Swab,Myotis Sp,NA,I,Live,6/7/2021,6/15/2021,NA,NA,Not Detected,NA
98,OVDL,0, ,MT,Beaverhead,Frick Maternity Roost,Big Hole Maternity Roost,Pd not detected,45.2445443,-113.460146,93516, ,6/7/2021,6/15/2021,,Summer Roost,Private,NA,Building,Active,2020-21,1577,C211660062,MTPD21-900,Frick Maternity Roost,Bat Swab,Myotis Sp,NA,I,Live,6/7/2021,6/15/2021,NA,NA,Not Detected,NA
98,OVDL,0, ,MT,Beaverhead,Frick Maternity Roost,Big Hole Maternity Roost,Pd not detected,45.2445443,-113.460146,93516, ,6/7/2021,6/15/2021,,Summer Roost,Private,NA,Building,Active,2020-21,1578,C211660062,MTPD21-850,Frick Maternity Roost,Bat Swab,Myotis Sp,NA,I,Live,6/7/2021,6/15/2021,NA,NA,Not Detected,NA
98,OVDL,0, ,MT,Beaverhead,Frick Maternity Roost,Big Hole Maternity Roost,Pd not detected,45.2445443,-113.460146,93516, ,6/7/2021,6/15/2021,,Summer Roost,Private,NA,Building,Active,2020-21,1579,C211660062,MTPD21-849,Frick Maternity Roost,Bat Swab,Myotis Sp,NA,I,Live,6/7/2021,6/15/2021,NA,NA,Not Detected,NA
101,OVDL,0, ,MT,Cascade,Lick Creek Cave, ,Pd not detected,,,84257, ,4/30/2021,6/7/2021,,Hibernacula,Public,Open-all year,Cave-recreational,Active,2020-21,1640,C211590026,MTPD21-226,Lick Creek Cave,Bat Swab,Myotis Sp,NA,I,Live,4/30/2021,6/7/2021,NA,NA,Not Detected,NA
101,OVDL,0, ,MT,Cascade,Lick Creek Cave, ,Pd not detected,,,84257, ,4/30/2021,6/7/2021,,Hibernacula,Public,Open-all year,Cave-recreational,Active,2020-21,1643,C211590026,MTPD21-263,Lick Creek Cave,Bat Swab,Myotis Sp,NA,I,Live,4/30/2021,6/7/2021,NA,NA,Not Detected,NA
101,OVDL,0, ,MT,Cascade,Lick Creek Cave, ,Pd not detected,,,84257, ,4/30/2021,6/7/2021,,Hibernacula,Public,Open-all year,Cave-recreational,Active,2020-21,1646,C211590026,MTPD21-229,Lick Creek Cave,Bat Swab,Myotis Sp,NA,I,Live,4/30/2021,6/7/2021,NA,NA,Not Detected,NA
101,OVDL,0, ,MT,Cascade,Lick Creek Cave, ,Pd not detected,,,84257, ,4/30/2021,6/7/2021,,Hibernacula,Public,Open-all year,Cave-recreational,Active,2020-21,1650,C211590026,MTPD21-269,Lick Creek Cave,Bat Swab,Myotis Sp,NA,I,Live,4/30/2021,6/7/2021,NA,NA,Not Detected,NA
101,OVDL,0, ,MT,Cascade,Lick Creek Cave, ,Pd not detected,,,84257, ,4/30/2021,6/7/2021,,Hibernacula,Public,Open-all year,Cave-recreational,Active,2020-21,1641,C211590026,MTPD21-242,Lick Creek Cave,Bat Swab,MYVO,NA,I,Live,4/30/2021,6/7/2021,NA,NA,Not Detected,NA
