Site_Summary_ID,Testing Laboratory,Site_Summary_Case,Epizoo,State,County,Site_Summary_Site,Secondary Site Name,Site_Summary_WNS Case Definition,Lat_case,Long_case,GRTS_ID,County Centroid Lat/Long,Site_Summary_DateColl,Site_Summary_DateSub,FinalDate,Site Use,Site Ownership,Site Access,Site Classification,Survey Class,Survey Season,Sample_Results_ID,Sample_Results_Case,SampleID,Sample_Results_Site,Specimen_Type,Species,Additional Sample from Same Bat,On Site Location,Status,Sample_Results_DateColl,Sample_Results_DateSub,WNS Individual Definition,Histo SUM,Pd PCR Sum,Pd Culture SUM
70,NWHC,30344,201440,MT,Garfield,Little Dry Creek, ,Pd present,47.33968,-106.36411,49749,No,6/2/2021,6/16/2021,7/12/2021,Summer Roost,Public,NR,Bridge,Active,2020-21,1167, , ,Little Dry Creek,Bat Swab,"Bat, Big Brown", , ,Live,6/2/2021,6/16/2021,Pd not detected,NA,Not Detected,NA
70,NWHC,30344,201440,MT,Garfield,Little Dry Creek, ,Pd present,47.33968,-106.36411,49749,No,6/2/2021,6/16/2021,7/12/2021,Summer Roost,Public,NR,Bridge,Active,2020-21,1168, , ,Little Dry Creek,Bat Swab,"Bat, Big Brown", , ,Live,6/2/2021,6/16/2021,Pd not detected,NA,Not Detected,NA
70,NWHC,30344,201440,MT,Garfield,Little Dry Creek, ,Pd present,47.33968,-106.36411,49749,No,6/2/2021,6/16/2021,7/12/2021,Summer Roost,Public,NR,Bridge,Active,2020-21,1169, , ,Little Dry Creek,Bat Swab,"Bat, Big Brown", , ,Live,6/2/2021,6/16/2021,Pd not detected,NA,Not Detected,NA
70,NWHC,30344,201440,MT,Garfield,Little Dry Creek, ,Pd present,47.33968,-106.36411,49749,No,6/2/2021,6/16/2021,7/12/2021,Summer Roost,Public,NR,Bridge,Active,2020-21,1173, , ,Little Dry Creek,Bat Swab,"Bat, Big Brown", , ,Live,6/2/2021,6/16/2021,Pd not detected,NA,Not Detected,NA
70,NWHC,30344,201440,MT,Garfield,Little Dry Creek, ,Pd present,47.33968,-106.36411,49749,No,6/2/2021,6/16/2021,7/12/2021,Summer Roost,Public,NR,Bridge,Active,2020-21,1174, , ,Little Dry Creek,Bat Swab,"Bat, Big Brown", , ,Live,6/2/2021,6/16/2021,Pd not detected,NA,Not Detected,NA
70,NWHC,30344,201440,MT,Garfield,Little Dry Creek, ,Pd present,47.33968,-106.36411,49749,No,6/2/2021,6/16/2021,7/12/2021,Summer Roost,Public,NR,Bridge,Active,2020-21,1175, , ,Little Dry Creek,Bat Swab,"Bat, Big Brown", , ,Live,6/2/2021,6/16/2021,Pd not detected,NA,Not Detected,NA
23,NWHC,29196, ,MT,Jefferson,Lewis and Clark Caverns, ,Pd not detected,,,46917,No,4/5/2019,5/17/2019,6/12/2019,Hibernaculum,Public,Gated-all year,Cave-show,Active,2018-19,405, , ,Lewis and Clark Caverns,Bat Swab,"Bat, Cave myotis", , ,Live,4/5/2019,5/17/2019,Pd not detected,NA,Not Detected,NT
23,NWHC,29196, ,MT,Jefferson,Lewis and Clark Caverns, ,Pd not detected,,,46917,No,4/5/2019,5/17/2019,6/12/2019,Hibernaculum,Public,Gated-all year,Cave-show,Active,2018-19,407, , ,Lewis and Clark Caverns,Bat Swab,"Bat, Cave myotis", , ,Live,4/5/2019,5/17/2019,Pd not detected,NA,Not Detected,NT
23,NWHC,29196, ,MT,Jefferson,Lewis and Clark Caverns, ,Pd not detected,,,46917,No,4/5/2019,5/17/2019,6/12/2019,Hibernaculum,Public,Gated-all year,Cave-show,Active,2018-19,408, , ,Lewis and Clark Caverns,Bat Swab,"Bat, Cave myotis", , ,Live,4/5/2019,5/17/2019,Pd not detected,NA,Not Detected,NT
97,NWHC,30196, ,MT,Lake,Confederated Salish and Kootenai Tribal lands,Lick Cave,Pd not detected,,,41185, ,3/30/2021,4/13/2021,5/12/2021,Hibernacula,Private,Open-all year,Cave-undeveloped,Active,2020-21,800, ,27,Confederated Salish and Kootenai Tribal lands,Bat Swab,"Bat, Fringed Myotis", , ,Live,3/30/2021,4/13/2021,Pd not detected, ,Not Detected, 
26,NWHC,29177, ,MT,Phillips,Azure Cave, ,Pd not detected,,,108235,No,5/8/2019,5/10/2019,5/16/2019,Hibernaculum,Public,Gated-all year,Cave-undeveloped,Active,2018-19,356, , ,Azure Cave,Bat Swab,"Bat, Little Brown", , ,Live,5/8/2019,5/10/2019,Pd not detected,NA,Not Detected,NT
26,NWHC,29177, ,MT,Phillips,Azure Cave, ,Pd not detected,,,108235,No,5/8/2019,5/10/2019,5/16/2019,Hibernaculum,Public,Gated-all year,Cave-undeveloped,Active,2018-19,357, , ,Azure Cave,Bat Swab,"Bat, Little Brown", , ,Live,5/8/2019,5/10/2019,Pd not detected,NA,Not Detected,NT
26,NWHC,29177, ,MT,Phillips,Azure Cave, ,Pd not detected,,,108235,No,5/8/2019,5/10/2019,5/16/2019,Hibernaculum,Public,Gated-all year,Cave-undeveloped,Active,2018-19,359, , ,Azure Cave,Bat Swab,"Bat, Little Brown", , ,Live,5/8/2019,5/10/2019,Pd not detected,NA,Not Detected,NT
26,NWHC,29177, ,MT,Phillips,Azure Cave, ,Pd not detected,,,108235,No,5/8/2019,5/10/2019,5/16/2019,Hibernaculum,Public,Gated-all year,Cave-undeveloped,Active,2018-19,360, , ,Azure Cave,Bat Swab,"Bat, Little Brown", , ,Live,5/8/2019,5/10/2019,Pd not detected,NA,Not Detected,NT
26,NWHC,29177, ,MT,Phillips,Azure Cave, ,Pd not detected,,,108235,No,5/8/2019,5/10/2019,5/16/2019,Hibernaculum,Public,Gated-all year,Cave-undeveloped,Active,2018-19,361, , ,Azure Cave,Bat Swab,"Bat, Little Brown", , ,Live,5/8/2019,5/10/2019,Pd not detected,NA,Not Detected,NT
26,NWHC,29177, ,MT,Phillips,Azure Cave, ,Pd not detected,,,108235,No,5/8/2019,5/10/2019,5/16/2019,Hibernaculum,Public,Gated-all year,Cave-undeveloped,Active,2018-19,362, , ,Azure Cave,Bat Swab,"Bat, Little Brown", , ,Live,5/8/2019,5/10/2019,Pd not detected,NA,Not Detected,NT
26,NWHC,29177, ,MT,Phillips,Azure Cave, ,Pd not detected,,,108235,No,5/8/2019,5/10/2019,5/16/2019,Hibernaculum,Public,Gated-all year,Cave-undeveloped,Active,2018-19,363, , ,Azure Cave,Bat Swab,"Bat, Little Brown", , ,Live,5/8/2019,5/10/2019,Pd not detected,NA,Not Detected,NT
26,NWHC,29177, ,MT,Phillips,Azure Cave, ,Pd not detected,,,108235,No,5/8/2019,5/10/2019,5/16/2019,Hibernaculum,Public,Gated-all year,Cave-undeveloped,Active,2018-19,364, , ,Azure Cave,Bat Swab,"Bat, Little Brown", , ,Live,5/8/2019,5/10/2019,Pd not detected,NA,Not Detected,NT
26,NWHC,29177, ,MT,Phillips,Azure Cave, ,Pd not detected,,,108235,No,5/8/2019,5/10/2019,5/16/2019,Hibernaculum,Public,Gated-all year,Cave-undeveloped,Active,2018-19,365, , ,Azure Cave,Bat Swab,"Bat, Little Brown", , ,Live,5/8/2019,5/10/2019,Pd not detected,NA,Not Detected,NT
26,NWHC,29177, ,MT,Phillips,Azure Cave, ,Pd not detected,,,108235,No,5/8/2019,5/10/2019,5/16/2019,Hibernaculum,Public,Gated-all year,Cave-undeveloped,Active,2018-19,366, , ,Azure Cave,Bat Swab,"Bat, Little Brown", , ,Live,5/8/2019,5/10/2019,Pd not detected,NA,Not Detected,NT
26,NWHC,29177, ,MT,Phillips,Azure Cave, ,Pd not detected,,,108235,No,5/8/2019,5/10/2019,5/16/2019,Hibernaculum,Public,Gated-all year,Cave-undeveloped,Active,2018-19,367, , ,Azure Cave,Bat Swab,"Bat, Little Brown", , ,Live,5/8/2019,5/10/2019,Pd not detected,NA,Not Detected,NT
26,NWHC,29177, ,MT,Phillips,Azure Cave, ,Pd not detected,,,108235,No,5/8/2019,5/10/2019,5/16/2019,Hibernaculum,Public,Gated-all year,Cave-undeveloped,Active,2018-19,368, , ,Azure Cave,Bat Swab,"Bat, Little Brown", , ,Live,5/8/2019,5/10/2019,Pd not detected,NA,Not Detected,NT
26,NWHC,29177, ,MT,Phillips,Azure Cave, ,Pd not detected,,,108235,No,5/8/2019,5/10/2019,5/16/2019,Hibernaculum,Public,Gated-all year,Cave-undeveloped,Active,2018-19,369, , ,Azure Cave,Bat Swab,"Bat, Little Brown", , ,Live,5/8/2019,5/10/2019,Pd not detected,NA,Not Detected,NT
26,NWHC,29177, ,MT,Phillips,Azure Cave, ,Pd not detected,,,108235,No,5/8/2019,5/10/2019,5/16/2019,Hibernaculum,Public,Gated-all year,Cave-undeveloped,Active,2018-19,370, , ,Azure Cave,Bat Swab,"Bat, Little Brown", , ,Live,5/8/2019,5/10/2019,Pd not detected,NA,Not Detected,NT
26,NWHC,29177, ,MT,Phillips,Azure Cave, ,Pd not detected,,,108235,No,5/8/2019,5/10/2019,5/16/2019,Hibernaculum,Public,Gated-all year,Cave-undeveloped,Active,2018-19,371, , ,Azure Cave,Bat Swab,"Bat, Little Brown", , ,Live,5/8/2019,5/10/2019,Pd not detected,NA,Not Detected,NT
26,NWHC,29177, ,MT,Phillips,Azure Cave, ,Pd not detected,,,108235,No,5/8/2019,5/10/2019,5/16/2019,Hibernaculum,Public,Gated-all year,Cave-undeveloped,Active,2018-19,372, , ,Azure Cave,Bat Swab,"Bat, Little Brown", , ,Live,5/8/2019,5/10/2019,Pd not detected,NA,Not Detected,NT
26,NWHC,29177, ,MT,Phillips,Azure Cave, ,Pd not detected,,,108235,No,5/8/2019,5/10/2019,5/16/2019,Hibernaculum,Public,Gated-all year,Cave-undeveloped,Active,2018-19,373, , ,Azure Cave,Bat Swab,"Bat, Little Brown", , ,Live,5/8/2019,5/10/2019,Pd not detected,NA,Not Detected,NT
26,NWHC,29177, ,MT,Phillips,Azure Cave, ,Pd not detected,,,108235,No,5/8/2019,5/10/2019,5/16/2019,Hibernaculum,Public,Gated-all year,Cave-undeveloped,Active,2018-19,374, , ,Azure Cave,Bat Swab,"Bat, Little Brown", , ,Live,5/8/2019,5/10/2019,Pd not detected,NA,Not Detected,NT
26,NWHC,29177, ,MT,Phillips,Azure Cave, ,Pd not detected,,,108235,No,5/8/2019,5/10/2019,5/16/2019,Hibernaculum,Public,Gated-all year,Cave-undeveloped,Active,2018-19,375, , ,Azure Cave,Bat Swab,"Bat, Little Brown", , ,Live,5/8/2019,5/10/2019,Pd not detected,NA,Not Detected,NT
26,NWHC,29177, ,MT,Phillips,Azure Cave, ,Pd not detected,,,108235,No,5/8/2019,5/10/2019,5/16/2019,Hibernaculum,Public,Gated-all year,Cave-undeveloped,Active,2018-19,376, , ,Azure Cave,Bat Swab,"Bat, Little Brown", , ,Live,5/8/2019,5/10/2019,Pd not detected,NA,Not Detected,NT
26,NWHC,29177, ,MT,Phillips,Azure Cave, ,Pd not detected,,,108235,No,5/8/2019,5/10/2019,5/16/2019,Hibernaculum,Public,Gated-all year,Cave-undeveloped,Active,2018-19,377, , ,Azure Cave,Bat Swab,"Bat, Little Brown", , ,Live,5/8/2019,5/10/2019,Pd not detected,NA,Not Detected,NT
26,NWHC,29177, ,MT,Phillips,Azure Cave, ,Pd not detected,,,108235,No,5/8/2019,5/10/2019,5/16/2019,Hibernaculum,Public,Gated-all year,Cave-undeveloped,Active,2018-19,378, , ,Azure Cave,Bat Swab,"Bat, Little Brown", , ,Live,5/8/2019,5/10/2019,Pd not detected,NA,Not Detected,NT
26,NWHC,29177, ,MT,Phillips,Azure Cave, ,Pd not detected,,,108235,No,5/8/2019,5/10/2019,5/16/2019,Hibernaculum,Public,Gated-all year,Cave-undeveloped,Active,2018-19,379, , ,Azure Cave,Bat Swab,"Bat, Little Brown", , ,Live,5/8/2019,5/10/2019,Pd not detected,NA,Not Detected,NT
14,NWHC,28013, ,MT,Phillips,Azure Cave, ,Pd not detected,,,108235,No,5/4/2017,5/9/2017,5/22/2017,Hibernaculum,Public,Gated-all year,Cave-undeveloped,Active,2016-17,125, , ,Azure Cave,Bat Swab,"Bat, Little Brown", , ,Live,5/4/2017,5/9/2017,Pd not detected,NA,Not Detected,NT
44,NWHC,29711, ,MT,Glacier,Glacier National Park/Siren, ,Pd not detected,48.738133,-113.42853,37937,No,6/11/2020,6/17/2020,6/25/2020,Summer Roost,Public,Open-all year,Bldg/bunker,Active,2019-20,637, , ,Glacier National Park/Siren,Bat Swab,"Bat, Little Brown", , ,Live,6/11/2020,6/17/2020,Pd not detected,NA,Not Detected,NT
44,NWHC,29711, ,MT,Glacier,Glacier National Park/Siren, ,Pd not detected,48.738133,-113.42853,37937,No,6/11/2020,6/17/2020,6/25/2020,Summer Roost,Public,Open-all year,Bldg/bunker,Active,2019-20,638, , ,Glacier National Park/Siren,Bat Swab,"Bat, Little Brown", , ,Live,6/11/2020,6/17/2020,Pd not detected,NA,Not Detected,NT
44,NWHC,29711, ,MT,Glacier,Glacier National Park/Siren, ,Pd not detected,48.738133,-113.42853,37937,No,6/11/2020,6/17/2020,6/25/2020,Summer Roost,Public,Open-all year,Bldg/bunker,Active,2019-20,639, , ,Glacier National Park/Siren,Bat Swab,"Bat, Little Brown", , ,Live,6/11/2020,6/17/2020,Pd not detected,NA,Not Detected,NT
44,NWHC,29711, ,MT,Glacier,Glacier National Park/Siren, ,Pd not detected,48.738133,-113.42853,37937,No,6/11/2020,6/17/2020,6/25/2020,Summer Roost,Public,Open-all year,Bldg/bunker,Active,2019-20,640, , ,Glacier National Park/Siren,Bat Swab,"Bat, Little Brown", , ,Live,6/11/2020,6/17/2020,Pd not detected,NA,Not Detected,NT
44,NWHC,29711, ,MT,Glacier,Glacier National Park/Siren, ,Pd not detected,48.738133,-113.42853,37937,No,6/11/2020,6/17/2020,6/25/2020,Summer Roost,Public,Open-all year,Bldg/bunker,Active,2019-20,641, , ,Glacier National Park/Siren,Bat Swab,"Bat, Little Brown", , ,Live,6/11/2020,6/17/2020,Pd not detected,NA,Not Detected,NT
44,NWHC,29711, ,MT,Glacier,Glacier National Park/Siren, ,Pd not detected,48.738133,-113.42853,37937,No,6/11/2020,6/17/2020,6/25/2020,Summer Roost,Public,Open-all year,Bldg/bunker,Active,2019-20,642, , ,Glacier National Park/Siren,Bat Swab,"Bat, Little Brown", , ,Live,6/11/2020,6/17/2020,Pd not detected,NA,Not Detected,NT
44,NWHC,29711, ,MT,Glacier,Glacier National Park/Siren, ,Pd not detected,48.738133,-113.42853,37937,No,6/11/2020,6/17/2020,6/25/2020,Summer Roost,Public,Open-all year,Bldg/bunker,Active,2019-20,643, , ,Glacier National Park/Siren,Bat Swab,"Bat, Little Brown", , ,Live,6/11/2020,6/17/2020,Pd not detected,NA,Not Detected,NT
44,NWHC,29711, ,MT,Glacier,Glacier National Park/Siren, ,Pd not detected,48.738133,-113.42853,37937,No,6/11/2020,6/17/2020,6/25/2020,Summer Roost,Public,Open-all year,Bldg/bunker,Active,2019-20,644, , ,Glacier National Park/Siren,Bat Swab,"Bat, Little Brown", , ,Live,6/11/2020,6/17/2020,Pd not detected,NA,Not Detected,NT
44,NWHC,29711, ,MT,Glacier,Glacier National Park/Siren, ,Pd not detected,48.738133,-113.42853,37937,No,6/11/2020,6/17/2020,6/25/2020,Summer Roost,Public,Open-all year,Bldg/bunker,Active,2019-20,645, , ,Glacier National Park/Siren,Bat Swab,"Bat, Little Brown", , ,Live,6/11/2020,6/17/2020,Pd not detected,NA,Not Detected,NT
44,NWHC,29711, ,MT,Glacier,Glacier National Park/Siren, ,Pd not detected,48.738133,-113.42853,37937,No,6/11/2020,6/17/2020,6/25/2020,Summer Roost,Public,Open-all year,Bldg/bunker,Active,2019-20,646, , ,Glacier National Park/Siren,Bat Swab,"Bat, Little Brown", , ,Live,6/11/2020,6/17/2020,Pd not detected,NA,Not Detected,NT
44,NWHC,29711, ,MT,Glacier,Glacier National Park/Siren, ,Pd not detected,48.738133,-113.42853,37937,No,6/11/2020,6/17/2020,6/25/2020,Summer Roost,Public,Open-all year,Bldg/bunker,Active,2019-20,647, , ,Glacier National Park/Siren,Bat Swab,"Bat, Little Brown", , ,Live,6/11/2020,6/17/2020,Pd not detected,NA,Not Detected,NT
44,NWHC,29711, ,MT,Glacier,Glacier National Park/Siren, ,Pd not detected,48.738133,-113.42853,37937,No,6/11/2020,6/17/2020,6/25/2020,Summer Roost,Public,Open-all year,Bldg/bunker,Active,2019-20,648, , ,Glacier National Park/Siren,Bat Swab,"Bat, Little Brown", , ,Live,6/11/2020,6/17/2020,Pd not detected,NA,Not Detected,NT
44,NWHC,29711, ,MT,Glacier,Glacier National Park/Siren, ,Pd not detected,48.738133,-113.42853,37937,No,6/11/2020,6/17/2020,6/25/2020,Summer Roost,Public,Open-all year,Bldg/bunker,Active,2019-20,649, , ,Glacier National Park/Siren,Bat Swab,"Bat, Little Brown", , ,Live,6/11/2020,6/17/2020,Pd not detected,NA,Not Detected,NT
44,NWHC,29711, ,MT,Glacier,Glacier National Park/Siren, ,Pd not detected,48.738133,-113.42853,37937,No,6/11/2020,6/17/2020,6/25/2020,Summer Roost,Public,Open-all year,Bldg/bunker,Active,2019-20,650, , ,Glacier National Park/Siren,Bat Swab,"Bat, Little Brown", , ,Live,6/11/2020,6/17/2020,Pd not detected,NA,Not Detected,NT
44,NWHC,29711, ,MT,Glacier,Glacier National Park/Siren, ,Pd not detected,48.738133,-113.42853,37937,No,6/11/2020,6/17/2020,6/25/2020,Summer Roost,Public,Open-all year,Bldg/bunker,Active,2019-20,651, , ,Glacier National Park/Siren,Bat Swab,"Bat, Little Brown", , ,Live,6/11/2020,6/17/2020,Pd not detected,NA,Not Detected,NT
44,NWHC,29711, ,MT,Glacier,Glacier National Park/Siren, ,Pd not detected,48.738133,-113.42853,37937,No,6/11/2020,6/17/2020,6/25/2020,Summer Roost,Public,Open-all year,Bldg/bunker,Active,2019-20,652, , ,Glacier National Park/Siren,Bat Swab,"Bat, Little Brown", , ,Live,6/11/2020,6/17/2020,Pd not detected,NA,Not Detected,NT
44,NWHC,29711, ,MT,Glacier,Glacier National Park/Siren, ,Pd not detected,48.738133,-113.42853,37937,No,6/11/2020,6/17/2020,6/25/2020,Summer Roost,Public,Open-all year,Bldg/bunker,Active,2019-20,653, , ,Glacier National Park/Siren,Bat Swab,"Bat, Little Brown", , ,Live,6/11/2020,6/17/2020,Pd not detected,NA,Not Detected,NT
44,NWHC,29711, ,MT,Glacier,Glacier National Park/Siren, ,Pd not detected,48.738133,-113.42853,37937,No,6/11/2020,6/17/2020,6/25/2020,Summer Roost,Public,Open-all year,Bldg/bunker,Active,2019-20,654, , ,Glacier National Park/Siren,Bat Swab,"Bat, Little Brown", , ,Live,6/11/2020,6/17/2020,Pd not detected,NA,Not Detected,NT
44,NWHC,29711, ,MT,Glacier,Glacier National Park/Siren, ,Pd not detected,48.738133,-113.42853,37937,No,6/11/2020,6/17/2020,6/25/2020,Summer Roost,Public,Open-all year,Bldg/bunker,Active,2019-20,655, , ,Glacier National Park/Siren,Bat Swab,"Bat, Little Brown", , ,Live,6/11/2020,6/17/2020,Pd not detected,NA,Not Detected,NT
44,NWHC,29711, ,MT,Glacier,Glacier National Park/Siren, ,Pd not detected,48.738133,-113.42853,37937,No,6/11/2020,6/17/2020,6/25/2020,Summer Roost,Public,Open-all year,Bldg/bunker,Active,2019-20,656, , ,Glacier National Park/Siren,Bat Swab,"Bat, Little Brown", , ,Live,6/11/2020,6/17/2020,Pd not detected,NA,Not Detected,NT
44,NWHC,29711, ,MT,Glacier,Glacier National Park/Siren, ,Pd not detected,48.738133,-113.42853,37937,No,6/11/2020,6/17/2020,6/25/2020,Summer Roost,Public,Open-all year,Bldg/bunker,Active,2019-20,657, , ,Glacier National Park/Siren,Bat Swab,"Bat, Little Brown", , ,Live,6/11/2020,6/17/2020,Pd not detected,NA,Not Detected,NT
44,NWHC,29711, ,MT,Glacier,Glacier National Park/Siren, ,Pd not detected,48.738133,-113.42853,37937,No,6/11/2020,6/17/2020,6/25/2020,Summer Roost,Public,Open-all year,Bldg/bunker,Active,2019-20,658, , ,Glacier National Park/Siren,Bat Swab,"Bat, Little Brown", , ,Live,6/11/2020,6/17/2020,Pd not detected,NA,Not Detected,NT
44,NWHC,29711, ,MT,Glacier,Glacier National Park/Siren, ,Pd not detected,48.738133,-113.42853,37937,No,6/11/2020,6/17/2020,6/25/2020,Summer Roost,Public,Open-all year,Bldg/bunker,Active,2019-20,659, , ,Glacier National Park/Siren,Bat Swab,"Bat, Little Brown", , ,Live,6/11/2020,6/17/2020,Pd not detected,NA,Not Detected,NT
44,NWHC,29711, ,MT,Glacier,Glacier National Park/Siren, ,Pd not detected,48.738133,-113.42853,37937,No,6/11/2020,6/17/2020,6/25/2020,Summer Roost,Public,Open-all year,Bldg/bunker,Active,2019-20,660, , ,Glacier National Park/Siren,Bat Swab,"Bat, Little Brown", , ,Live,6/11/2020,6/17/2020,Pd not detected,NA,Not Detected,NT
44,NWHC,29711, ,MT,Glacier,Glacier National Park/Siren, ,Pd not detected,48.738133,-113.42853,37937,No,6/11/2020,6/17/2020,6/25/2020,Summer Roost,Public,Open-all year,Bldg/bunker,Active,2019-20,661, , ,Glacier National Park/Siren,Bat Swab,"Bat, Little Brown", , ,Live,6/11/2020,6/17/2020,Pd not detected,NA,Not Detected,NT
45,NWHC,29710, ,MT,Glacier,Glacier National Park/St. Mary Men's Dorm, ,Pd not detected,48.738991,-113.428716,37937,No,6/11/2020,6/17/2020,6/25/2020,Summer Roost,Public,Open-all year,Bat box,Active,2019-20,612, , ,Glacier National Park/St. Mary Men's Dorm,Bat Swab,"Bat, Little Brown", , ,Live,6/11/2020,6/17/2020,Pd not detected,NA,Not Detected,NT
45,NWHC,29710, ,MT,Glacier,Glacier National Park/St. Mary Men's Dorm, ,Pd not detected,48.738991,-113.428716,37937,No,6/11/2020,6/17/2020,6/25/2020,Summer Roost,Public,Open-all year,Bat box,Active,2019-20,613, , ,Glacier National Park/St. Mary Men's Dorm,Bat Swab,"Bat, Little Brown", , ,Live,6/11/2020,6/17/2020,Pd not detected,NA,Not Detected,NT
45,NWHC,29710, ,MT,Glacier,Glacier National Park/St. Mary Men's Dorm, ,Pd not detected,48.738991,-113.428716,37937,No,6/11/2020,6/17/2020,6/25/2020,Summer Roost,Public,Open-all year,Bat box,Active,2019-20,614, , ,Glacier National Park/St. Mary Men's Dorm,Bat Swab,"Bat, Little Brown", , ,Live,6/11/2020,6/17/2020,Pd not detected,NA,Not Detected,NT
45,NWHC,29710, ,MT,Glacier,Glacier National Park/St. Mary Men's Dorm, ,Pd not detected,48.738991,-113.428716,37937,No,6/11/2020,6/17/2020,6/25/2020,Summer Roost,Public,Open-all year,Bat box,Active,2019-20,615, , ,Glacier National Park/St. Mary Men's Dorm,Bat Swab,"Bat, Little Brown", , ,Live,6/11/2020,6/17/2020,Pd not detected,NA,Not Detected,NT
45,NWHC,29710, ,MT,Glacier,Glacier National Park/St. Mary Men's Dorm, ,Pd not detected,48.738991,-113.428716,37937,No,6/11/2020,6/17/2020,6/25/2020,Summer Roost,Public,Open-all year,Bat box,Active,2019-20,616, , ,Glacier National Park/St. Mary Men's Dorm,Bat Swab,"Bat, Little Brown", , ,Live,6/11/2020,6/17/2020,Pd not detected,NA,Not Detected,NT
45,NWHC,29710, ,MT,Glacier,Glacier National Park/St. Mary Men's Dorm, ,Pd not detected,48.738991,-113.428716,37937,No,6/11/2020,6/17/2020,6/25/2020,Summer Roost,Public,Open-all year,Bat box,Active,2019-20,617, , ,Glacier National Park/St. Mary Men's Dorm,Bat Swab,"Bat, Little Brown", , ,Live,6/11/2020,6/17/2020,Pd not detected,NA,Not Detected,NT
45,NWHC,29710, ,MT,Glacier,Glacier National Park/St. Mary Men's Dorm, ,Pd not detected,48.738991,-113.428716,37937,No,6/11/2020,6/17/2020,6/25/2020,Summer Roost,Public,Open-all year,Bat box,Active,2019-20,618, , ,Glacier National Park/St. Mary Men's Dorm,Bat Swab,"Bat, Little Brown", , ,Live,6/11/2020,6/17/2020,Pd not detected,NA,Not Detected,NT
45,NWHC,29710, ,MT,Glacier,Glacier National Park/St. Mary Men's Dorm, ,Pd not detected,48.738991,-113.428716,37937,No,6/11/2020,6/17/2020,6/25/2020,Summer Roost,Public,Open-all year,Bat box,Active,2019-20,619, , ,Glacier National Park/St. Mary Men's Dorm,Bat Swab,"Bat, Little Brown", , ,Live,6/11/2020,6/17/2020,Pd not detected,NA,Not Detected,NT
45,NWHC,29710, ,MT,Glacier,Glacier National Park/St. Mary Men's Dorm, ,Pd not detected,48.738991,-113.428716,37937,No,6/11/2020,6/17/2020,6/25/2020,Summer Roost,Public,Open-all year,Bat box,Active,2019-20,620, , ,Glacier National Park/St. Mary Men's Dorm,Bat Swab,"Bat, Little Brown", , ,Live,6/11/2020,6/17/2020,Pd not detected,NA,Not Detected,NT
45,NWHC,29710, ,MT,Glacier,Glacier National Park/St. Mary Men's Dorm, ,Pd not detected,48.738991,-113.428716,37937,No,6/11/2020,6/17/2020,6/25/2020,Summer Roost,Public,Open-all year,Bat box,Active,2019-20,621, , ,Glacier National Park/St. Mary Men's Dorm,Bat Swab,"Bat, Little Brown", , ,Live,6/11/2020,6/17/2020,Pd not detected,NA,Not Detected,NT
45,NWHC,29710, ,MT,Glacier,Glacier National Park/St. Mary Men's Dorm, ,Pd not detected,48.738991,-113.428716,37937,No,6/11/2020,6/17/2020,6/25/2020,Summer Roost,Public,Open-all year,Bat box,Active,2019-20,622, , ,Glacier National Park/St. Mary Men's Dorm,Bat Swab,"Bat, Little Brown", , ,Live,6/11/2020,6/17/2020,Pd not detected,NA,Not Detected,NT
45,NWHC,29710, ,MT,Glacier,Glacier National Park/St. Mary Men's Dorm, ,Pd not detected,48.738991,-113.428716,37937,No,6/11/2020,6/17/2020,6/25/2020,Summer Roost,Public,Open-all year,Bat box,Active,2019-20,623, , ,Glacier National Park/St. Mary Men's Dorm,Bat Swab,"Bat, Little Brown", , ,Live,6/11/2020,6/17/2020,Pd not detected,NA,Not Detected,NT
45,NWHC,29710, ,MT,Glacier,Glacier National Park/St. Mary Men's Dorm, ,Pd not detected,48.738991,-113.428716,37937,No,6/11/2020,6/17/2020,6/25/2020,Summer Roost,Public,Open-all year,Bat box,Active,2019-20,624, , ,Glacier National Park/St. Mary Men's Dorm,Bat Swab,"Bat, Little Brown", , ,Live,6/11/2020,6/17/2020,Pd not detected,NA,Not Detected,NT
45,NWHC,29710, ,MT,Glacier,Glacier National Park/St. Mary Men's Dorm, ,Pd not detected,48.738991,-113.428716,37937,No,6/11/2020,6/17/2020,6/25/2020,Summer Roost,Public,Open-all year,Bat box,Active,2019-20,625, , ,Glacier National Park/St. Mary Men's Dorm,Bat Swab,"Bat, Little Brown", , ,Live,6/11/2020,6/17/2020,Pd not detected,NA,Not Detected,NT
45,NWHC,29710, ,MT,Glacier,Glacier National Park/St. Mary Men's Dorm, ,Pd not detected,48.738991,-113.428716,37937,No,6/11/2020,6/17/2020,6/25/2020,Summer Roost,Public,Open-all year,Bat box,Active,2019-20,626, , ,Glacier National Park/St. Mary Men's Dorm,Bat Swab,"Bat, Little Brown", , ,Live,6/11/2020,6/17/2020,Pd not detected,NA,Not Detected,NT
45,NWHC,29710, ,MT,Glacier,Glacier National Park/St. Mary Men's Dorm, ,Pd not detected,48.738991,-113.428716,37937,No,6/11/2020,6/17/2020,6/25/2020,Summer Roost,Public,Open-all year,Bat box,Active,2019-20,627, , ,Glacier National Park/St. Mary Men's Dorm,Bat Swab,"Bat, Little Brown", , ,Live,6/11/2020,6/17/2020,Pd not detected,NA,Not Detected,NT
